 EVN Resources: ConText 1.0.0
 ---------------------------------
 Analysed: 2006.05.04 at 05:23
 
 Files :
 -------
   1 : Miners
   2 : Miners ship descs with images
   3 : Miners ships
 -------

 Full EVN Resource Listing:
 ----------------------------------

 Total Resources Found    : 353
 --------------------------

    bööm Found    : 0
    chär Found    : 1
    cölr Found    : 0
    crön Found    : 0
    dësc Found    : 90
    düde Found    : 8
    flët Found    : 0
    gövt Found    : 3
    ïntf Found    : 0
    jünk Found    : 6
    mïsn Found    : 1
    nëbu Found    : 0
    oütf Found    : 71
    öops Found    : 0
    përs Found    : 0
    ränk Found    : 0
    röid Found    : 0
    shän Found    : 21
    shïp Found    : 36
    spïn Found    : 17
    spöb Found    : 22
    sÿst Found    : 52
    wëap Found    : 19
    STR  Found    : 0
    STR# Found    : 6
 --------------------------

 Resource Duplicates by Type:
 ----------------------------

 ----------------------------


• Begin Output
••••••••••••••••

• Begin chär
"Type"	"ID"	"Name"	"File"	"startCash"	"startShipType"	"startSystem1"	"startSystem2"	"startSystem3"	"startSystem4"	"startGovt1"	"startGovt2"	"startGovt3"	"startGovt4"	"startStatus1"	"startStatus2"	"startStatus3"	"startStatus4"	"startKills"	"introTextID"	"introPictID1"	"introPictID2"	"introPictID3"	"introPictID4"	"introPictDelay1"	"introPictDelay2"	"introPictDelay3"	"introPictDelay4"	"onStart"	"Flags"	"startDay"	"starMonth"	"startYear"	"DatePrefix"	"DateSuffix"	"EOR"
chär	128	"Miner"	"Miners"	0	128	128	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	129	-1	-1	-1	-1	-1	-1	-1	-1	""	0x0001	23	6	2177	""	" NC"	"•"
• Begin dësc
"Type"	"ID"	"Name"	"File"	"Graphic"	"Movie"	"Flags"	"Description"	"EOR"
mïsn	128	"Reach Earth"	"Miners"	-1	3	0	0	100	-1	149	-1	-1	-1	-1	-1	0x0000	-1	0	-1	-1	0	0	-1	0	-129	0	-1	-1	-1	-1	-1	8000	-1	-1	0	-1	-1	-1	-1	0x0406	0x0000	-1	-1	""	""	""	""	""	""	0x00000000	0x00000000	0	""	""	""	"•"
• Begin oütf
"Type"	"ID"	"Name"	"File"	"DispWeight"	"Mass"	"TechLevel"	"ModType"	"ModVal"	"Max"	"Flags"	"Cost"	"ModType2"	"ModVal2"	"ModType3"	"ModVal3"	"ModType4"	"ModVal4"	"Contributes0"	"Contributes1"	"Require0"	"Require1"	"Availability"	"OnPurchase"	"OnSell"	"ShortName"	"LCName"	"LCPlural"	"ItemClass"	"ScanMask"	"BuyRandom"	"RequireGovt"	"EOR"
oütf	128	"Small Ion Bolt Cannon"	"Miners"	0	7	1	1	128	8	0x0001	10000	-1	-1	-1	-1	-1	-1	0x00000000	0x00000000	0x00000000	0x00000000	""	""	""	"Ion Bolt Cannon"	"small ion bolt cannon"	"small ion bolt cannons"	0	0x0000	100	-1	"•"
oütf	129	"Large Ion Bolt Cannon"	"Miners"	0	15	3	1	129	4	0x0001	30000	-1	-1	-1	-1	-1	-1	0x00000000	0x00000000	0x00000000	0x00000000	""	""	""	"Ion Bolt Cannon"	"large ion bolt cannon"	"large ion bolt cannons"	0	0x0000	100	-1	"•"
oütf	130	"Ion Blaster"	"Miners"	0	5	2	1	130	6	0x0001	15000	-1	-1	-1	-1	-1	-1	0x00000000	0x00000000	0x00000000	0x00000000	""	""	""	"Ion Blaster"	"ion blaster"	"ion blasters"	0	0x0000	100	-1	"•"
oütf	131	"Ion Turret"	"Miners"	0	12	3	1	131	5	0x0002	25000	-1	-1	-1	-1	-1	-1	0x00000000	0x00000000	0x00000000	0x00000000	""	""	""	"Ion Turret"	"ion turret"	"ion turrets"	0	0x0000	100	-1	"•"
oütf	132	"Fire Bolt Cannon"	"Miners"	0	8	3	1	132	6	0x0001	10000	-1	-1	-1	-1	-1	-1	0x00000000	0x00000000	0x00000000	0x00000000	""	""	""	"Fire Bolt Cannon"	"fire bolt cannon"	"fire bolt cannons"	0	0x0000	100	-1	"•"
oütf	133	"Fire Bolt Turret"	"Miners"	0	15	4	1	133	5	0x0002	25000	-1	-1	-1	-1	-1	-1	0x00000000	0x00000000	0x00000000	0x00000000	""	""	""	"Fire Bolt Turret"	"fire bolt turret"	"fire bolt turrets"	0	0x0000	100	-1	"•"
oütf	134	"Fire Blaster"	"Miners"	0	10	5	1	134	4	0x0001	50000	-1	-1	-1	-1	-1	-1	0x00000000	0x00000000	0x00000000	0x00000000	""	""	""	"Fire Blaster"	"fire blaster"	"fire blasters"	0	0x0000	100	-1	"•"
oütf	135	"Hyperkinetic Beam Cannon"	"Miners"	0	8	2	1	135	4	0x0001	30000	-1	-1	-1	-1	-1	-1	0x00000000	0x00000000	0x00000000	0x00000000	""	""	""	"H-K Beam Cannon"	"hyperkinetic beam cannon"	"hyperkinetic beam cannons"	0	0x0000	100	-1	"•"
oütf	136	"Converter Cannon"	"Miners"	0	9	3	1	136	4	0x0001	18000	-1	-1	-1	-1	-1	-1	0x00000000	0x00000000	0x00000000	0x00000000	""	""	""	"Converter Cannon"	"converter cannon"	"converter cannons"	0	0x0000	100	-1	"•"
oütf	137	"Fire Bolt PD-Turret"	"Miners"	0	10	4	1	137	4	0x0002	20000	-1	-1	-1	-1	-1	-1	0x00000000	0x00000000	0x00000000	0x00000000	""	""	""	"PD-Turret"	"fire bolt pd-turret"	"fire bolt pd-turrets"	0	0x0000	100	-1	"•"
oütf	138	"Phaser Emitter"	"Miners"	0	7	4	1	138	4	0x0000	45000	-1	-1	-1	-1	-1	-1	0x00000000	0x00000000	0x00000000	0x00000000	""	""	""	"Phaser Emitter"	"phaser emitter"	"phaser emitters"	0	0x0000	100	-1	"•"
oütf	139	"Neutron Cannon"	"Miners"	0	8	3	1	146	2	0x0000	20000	-1	-1	-1	-1	-1	-1	0x00000000	0x00000000	0x00000000	0x00000000	""	""	""	"Neutron Cannon"	"neutron cannon"	"neutron cannons"	0	0x0000	100	-1	"•"
oütf	140	"Fire Blaster Turret"	"Miners"	0	25	6	1	139	2	0x0002	66000	-1	-1	-1	-1	-1	-1	0x00000000	0x00000000	0x00000000	0x00000000	""	""	""	"Blaster Turret"	"fire blaster turret"	"fire blaster turrets"	0	0x0000	100	-1	"•"
oütf	141	"Converter Turret"	"Miners"	0	20	5	1	140	3	0x0002	54000	-1	-1	-1	-1	-1	-1	0x00000000	0x00000000	0x00000000	0x00000000	""	""	""	"Converter Turret"	"converter turret"	"converter turrets"	0	0x0000	100	-1	"•"
oütf	142	"Twin Blaster Cannon"	"Miners"	0	7	4	1	141	2	0x0001	12000	-1	-1	-1	-1	-1	-1	0x00000000	0x00000000	0x00000000	0x00000000	""	""	""	"Twin Blaster"	"twin blaster cannon"	"twin blaster cannons"	0	0x0000	100	-1	"•"
oütf	143	"Dart Launcher"	"Miners"	0	10	3	1	142	4	0x0000	36000	-1	-1	-1	-1	-1	-1	0x00000000	0x00000000	0x00000000	0x00000000	""	""	""	"Dart Launcher"	"dart launcher"	"dart launchers"	0	0x0000	100	-1	"•"
oütf	144	"Dart"	"Miners"	0	0	1	3	142	999	0x0000	500	-1	-1	-1	-1	-1	-1	0x00000000	0x00000000	0x00000000	0x00000000	""	""	""	"Dart"	"dart rocket"	"dart rockets"	0	0x0000	100	-1	"•"
oütf	145	"Concussion Rocket Launcher"	"Miners"	0	20	4	1	143	3	0x0000	50000	-1	-1	-1	-1	-1	-1	0x00000000	0x00000000	0x00000000	0x00000000	""	""	""	"C-Rckt Launcher"	"concussion rocket launcher"	"concussion rocket launchers"	0	0x0000	100	-1	"•"
oütf	146	"Concussion Rocket"	"Miners"	0	1	2	3	143	250	0x0000	1000	-1	-1	-1	-1	-1	-1	0x00000000	0x00000000	0x00000000	0x00000000	""	""	""	"C-Rocket"	"concussion rocket"	"concussion rockets"	0	0x0000	100	-1	"•"
oütf	147	"Homing Missile Launcher"	"Miners"	0	25	4	1	144	3	0x0000	60000	-1	-1	-1	-1	-1	-1	0x00000000	0x00000000	0x00000000	0x00000000	""	""	""	"Missile Launcher"	"homing missile launcher"	"homing missile launchers"	0	0x0000	100	-1	"•"
oütf	148	"Homing Missile"	"Miners"	0	1	3	3	144	250	0x0000	1500	-1	-1	-1	-1	-1	-1	0x00000000	0x00000000	0x00000000	0x00000000	""	""	""	"Homing Missile"	"homing missile"	"homing missiles"	0	0x0000	100	-1	"•"
oütf	149	"Proton Torpedo Launcher"	"Miners"	0	50	6	1	145	2	0x0000	75000	-1	-1	-1	-1	-1	-1	0x00000000	0x00000000	0x00000000	0x00000000	""	""	""	"Torp. Launcher"	"proton torpedo launcher"	"proton torpedo launchers"	0	0x0000	100	-1	"•"
oütf	150	"Proton Torpedo"	"Miners"	0	2	4	3	145	100	0x0000	2500	-1	-1	-1	-1	-1	-1	0x00000000	0x00000000	0x00000000	0x00000000	""	""	""	"Proton Torpedo"	"proton torpedo"	"proton torpedos"	0	0x0000	100	-1	"•"
oütf	151	"Mining Arm"	"Miners"	0	0	32767	31	-1	1	0x0000	0	-1	-1	-1	-1	-1	-1	0x00000000	0x00000000	0x00000000	0x00000000	""	""	""	"Mining Arm"	"mining arm"	"mining arms"	0	0x0000	100	-1	"•"
oütf	152	"Sensor Upgrade"	"Miners"	0	0	0	13	-1	1	0x0000	2000	-1	-1	-1	-1	-1	-1	0x00000000	0x00000000	0x00000000	0x00000000	""	""	""	"Upgrade"	"sensor upgrade"	"sensor upgrades"	0	0x0000	100	-1	"•"
oütf	153	"Sensor Enhancement"	"Miners"	0	0	0	14	-1	1	0x0000	3000	-1	-1	-1	-1	-1	-1	0x00000000	0x00000000	0x00000000	0x00000000	""	""	""	"Enhancement"	"sensor enhancement"	"sensor enhancement"	0	0x0000	100	-1	"•"
oütf	154	"Sensor Improvement"	"Miners"	0	0	6	24	50	1	0x0000	200000	-1	-1	-1	-1	-1	-1	0x00000000	0x00000000	0x00000000	0x00000000	""	""	""	"Improvement"	"sensor improvement"	"sensor improvements"	0	0x0000	100	-1	"•"
oütf	155	"Afterburner"	"Miners"	0	5	1	15	37	1	0x0000	25000	-1	-1	-1	-1	-1	-1	0x00000000	0x00000000	0x00000000	0x00000000	""	""	""	"Afterburner"	"afterburner"	"afterburners"	0	0x0000	100	-1	"•"
oütf	156	"Engine upgrade"	"Miners"	0	3	4	8	50	3	0x0000	50000	-1	-1	-1	-1	-1	-1	0x00000000	0x00000000	0x00000000	0x00000000	""	""	""	"Engine Upgrade"	"engine upgrade"	"engine upgrades"	0	0x0000	100	-1	"•"
oütf	157	"Thruster upgrade"	"Miners"	0	2	3	7	5	4	0x0000	75000	-1	-1	-1	-1	-1	-1	0x00000000	0x00000000	0x00000000	0x00000000	""	""	""	"Thruster Upgrade"	"thruster upgrade"	"thruster upgrades"	0	0x0000	100	-1	"•"
oütf	158	"Turn Jets"	"Miners"	0	1	4	9	1	3	0x0000	100000	-1	-1	-1	-1	-1	-1	0x00000000	0x00000000	0x00000000	0x00000000	""	""	""	"Turn Jet"	"turn jet"	"turn jets"	0	0x0000	100	-1	"•"
oütf	159	"Shield Reactor"	"Miners"	0	2	4	5	1000	4	0x0000	75000	-1	-1	-1	-1	-1	-1	0x00000000	0x00000000	0x00000000	0x00000000	""	""	""	"Shield Reactor"	"shield reactor"	"shield reactors"	0	0x0000	100	-1	"•"
oütf	160	"Shield Booster"	"Miners"	0	0	3	4	50	2	0x0000	50000	-1	-1	-1	-1	-1	-1	0x00000000	0x00000000	0x00000000	0x00000000	""	""	""	"Shield Booster"	"shield booster"	"shield boosters"	0	0x0000	100	-1	"•"
oütf	161	"Armor Plates"	"Miners"	0	5	1	6	25	4	0x0000	25000	-1	-1	-1	-1	-1	-1	0x00000000	0x00000000	0x00000000	0x00000000	""	""	""	"Armor Plates"	"armor plates"	"armor plates"	0	0x0000	100	-1	"•"
oütf	162	"Energy Cells"	"Miners"	0	0	2	12	100	5	0x0000	15000	-1	-1	-1	-1	-1	-1	0x00000000	0x00000000	0x00000000	0x00000000	""	""	""	"Energy Cell"	"energy cell"	"energy cells"	0	0x0000	100	-1	"•"
oütf	163	"Solar Panels"	"Miners"	0	1	2	18	-1	5	0x0000	10000	-1	-1	-1	-1	-1	-1	0x00000000	0x00000000	0x00000000	0x00000000	""	""	""	"Solar Panel"	"solar panel"	"solar panels"	0	0x0000	100	-1	"•"
oütf	164	"Escape Ship"	"Miners"	0	1	1	11	-1	1	0x0000	5000	-1	-1	-1	-1	-1	-1	0x00000000	0x00000000	0x00000000	0x00000000	""	""	""	"Escape Ship"	"escape ship"	"escape ships"	0	0x0000	100	-1	"•"
oütf	165	"Auto Eject"	"Miners"	0	0	1	20	-1	1	0x0000	5000	-1	-1	-1	-1	-1	-1	0x00000000	0x00000000	0x00000000	0x00000000	""	""	""	"Auto Eject"	"auto ejection system"	"auto ejection systems"	0	0x0000	100	-1	"•"
oütf	166	"Auto Refueler"	"Miners"	0	0	1	19	-1	1	0x0000	2500	-1	-1	-1	-1	-1	-1	0x00000000	0x00000000	0x00000000	0x00000000	""	""	""	"Auto Refueler"	"auto refueler"	"auto refuelers"	0	0x0000	100	-1	"•"
oütf	167	"Auto Repair System"	"Miners"	0	0	5	49	-1	1	0x0000	200000	-1	-1	-1	-1	-1	-1	0x00000000	0x00000000	0x00000000	0x00000000	""	""	""	"Repair System"	"auto repair system"	"auto repair systems"	0	0x0000	100	-1	"•"
oütf	169	"placeholder"	"Miners"	48	5	32767	1	155	6	0x0001	6000	-1	0	-1	0	-1	0	0x00000000	0x00000000	0x00000000	0x00000000	"!b424"	""	""	"Hail Chaingun"	"Hail chaingun"	"Hail changuns"	0	0x0000	95	127	"•"
oütf	170	"placeholder"	"Miners"	47	0	32767	3	155	2000	0x0000	20	-1	0	-1	0	-1	0	0x00000000	0x00000000	0x00000000	0x00000000	"!b424"	""	""	"Chaingun Ammo"	"chaingun ammunition"	"magazines of chaingun ammunition"	0	0x0000	100	127	"•"
oütf	171	"placeholder"	"Miners"	49	25	32767	1	156	6	0x4001	150000	-1	0	-1	0	-1	0	0x00000000	0x00000000	0x00000000	0x00000000	"!b424"	""	""	"100mm Fixed\nRailgun"	"100mm fixed railgun"	"100mm fixed railguns"	0	0x0000	85	127	"•"
oütf	172	"placeholder"	"Miners"	49	30	32767	1	157	5	0x4001	225000	8	-1	-1	0	-1	0	0x00000000	0x00000000	0x00000000	0x00000000	"!b424 & P30"	""	""	"150mm Fixed\nRailgun"	"150mm fixed railgun"	"150mm fixed railguns"	0	0x0000	80	127	"•"
oütf	179	"placeholder"	"Miners"	93	10	32767	18	16	2	0x0000	1000000	-1	0	-1	0	-1	0	0x00000000	0x00000000	0x00000000	0x00000000	"!b424 & P30"	""	""	"Fission Reactor"	"fission reactor"	"fission reactors"	0	0x0000	75	127	"•"
oütf	180	"placeholder"	"Miners"	16	1	32767	6	40	4	0x0600	250	-1	0	-1	0	-1	0	0x00000000	0x00000000	0x00000008	0x00000000	"!b424"	""	""	"Carbon Fiber"	"layer of carbon fiber"	"layers of carbon fiber"	0	0x0000	90	128	"•"
oütf	184	"placeholder"	"Miners"	16	0	32767	13	-1	1	0x0000	5000	-1	0	-1	0	-1	0	0x00000000	0x00000000	0x00000000	0x00000000	"!b424"	""	""	"Gravimetric\nSensors"	"gravimetric sensor"	"gravimetric sensors"	0	0x0000	100	127	"•"
oütf	185	"placeholder"	"Miners"	16	0	32767	14	-1	1	0x0000	5000	-1	0	-1	0	-1	0	0x00000000	0x00000000	0x00000000	0x00000000	"!b424"	""	""	"IFF Decoder"	"IFF decoder"	"IFF decoders"	0	0x0000	100	127	"•"
oütf	186	"placeholder"	"Miners"	16	0	32767	19	-1	1	0x0000	5000	-1	0	-1	0	-1	0	0x00000000	0x00000000	0x00000000	0x00000000	"!b424"	""	""	"Auto-recharger"	"auto-recharger"	"auto-rechargers"	0	0x0000	100	127	"•"
oütf	187	"placeholder"	"Miners"	16	0	32767	20	-1	1	0x0000	20000	-1	0	-1	0	-1	0	0x00000000	0x00000000	0x00000000	0x00000000	"!b424"	""	""	"Auto-eject"	"auto-eject"	"auto-ejectors"	0	0x0000	100	127	"•"
oütf	188	"placeholder"	"Miners"	16	1	32767	11	-1	1	0x0000	15000	-1	0	-1	0	-1	0	0x00000000	0x00000000	0x00000000	0x00000000	"!b424"	""	""	"Escape Pod"	"escape pod"	"escape pods"	0	0x0000	100	127	"•"
oütf	189	"placeholder"	"Miners"	16	15	32767	2	10	4	0x0000	100000	9	-2	-1	0	-1	0	0x00000000	0x00000000	0x00000000	0x00000000	"!b424"	""	""	"Cargo Expansion"	"cargo expansion"	"cargo expansions"	0	0x0000	95	127	"•"
oütf	190	"placeholder"	"Miners"	16	-10	32767	2	-15	4	0x0000	175000	9	-2	-1	0	-1	0	0x00000000	0x00000000	0x00000000	0x00000000	"!b424"	""	""	"Mass Expansion"	"mass expansion"	"mass expansions"	0	0x0000	90	127	"•"
oütf	191	"placeholder"	"Miners"	16	12	32767	2	10	4	0x0008	150000	9	-1	-1	0	-1	0	0x00000000	0x00000000	0x00000000	0x00000000	"!b424"	""	""	"Cargo Retool"	"cargo retool"	"cargo retools"	0	0x0000	95	127	"•"
oütf	192	"placeholder"	"Miners"	16	-10	32767	2	-12	4	0x0008	275000	9	-1	-1	0	-1	0	0x00000000	0x00000000	0x00000000	0x00000000	"!b424"	""	""	"Mass Retool"	"mass retool"	"mass retools"	0	0x0000	90	127	"•"
oütf	197	"placeholder"	"Miners"	16	5	32767	15	37	1	0x0000	30000	-1	0	-1	0	-1	0	0x00000000	0x00000000	0x00000000	0x00000000	"!b424 & P30"	""	""	"Afterburner"	"afterburner"	"afterburners"	0	0x0000	95	127	"•"
oütf	203	"placeholder"	"Miners"	93	0	32767	24	20	1	0x0000	300000	28	-3	-1	0	-1	0	0x00000000	0x00000000	0x00000000	0x00000000	"!b424"	""	""	"Sensor Boost"	"sensor boost"	"sensor boosts"	0	0x0000	80	127	"•"
oütf	208	"placeholder"	"Miners"	60	12	32767	2	10	2	0x0008	100000	9	-1	-1	0	-1	0	0x00000000	0x00000000	0x00000000	0x00000000	"!b424"	""	""	"Cargo Retool"	"cargo retool"	"cargo retools"	0	0x0000	95	127	"•"
oütf	210	"placeholder"	"Miners"	60	-10	32767	2	-12	2	0x0008	150000	9	-1	-1	0	-1	0	0x00000000	0x00000000	0x00000000	0x00000000	"!b424"	""	""	"Mass Retool"	"mass retool"	"mass retools"	0	0x0000	90	127	"•"
oütf	227	"placeholder"	"Miners"	10	5	32767	25	25	18	0x0000	150000	-1	0	-1	0	-1	0	0x00000000	0x00000000	0x00000000	0x00000000	"!b424 & P30"	""	""	"Marine Platoon"	"marine platoon"	"marine platoons"	0	0x0000	40	127	"•"
oütf	228	"placeholder"	"Miners"	16	3	32767	18	30	4	0x0000	15000	-1	0	-1	0	-1	0	0x00000000	0x00000000	0x00000000	0x00000000	"!b424"	""	""	"Solar Panel"	"solar panel"	"solar panels"	0	0x0000	100	127	"•"
oütf	238	"placeholder"	"Miners"	16	1	32767	33	50	1	0x0000	25000	-1	-1	-1	-1	-1	-1	0x00000000	0x00000000	0x00000008	0x00000000	"!b424"	""	""	"Civilian\nIR Jammer"	"civilian IR jammer"	"civilian IR jammers"	0	0x0000	90	127	"•"
oütf	239	"placeholder"	"Miners"	16	2	32767	34	25	1	0x0000	40000	-1	-1	-1	-1	-1	-1	0x00000000	0x00000000	0x00000008	0x00000000	"!b424"	""	""	"Civilian\nRadar Jam"	"civilian radar jammer"	"civilian radar jammers"	0	0x0000	85	127	"•"
oütf	256	"placeholder"	"Miners"	16	3	32767	12	100	4	0x0000	10000	-1	-1	-1	-1	-1	-1	0x00000000	0x00000000	0x00000000	0x00000000	"!b424"	""	""	"Battery Pack"	"battery pack"	"battery packs"	0	0x0000	100	127	"•"
oütf	257	"placeholder"	"Miners"	5	0	32767	-1	-1	1	0x000C	5000	-1	-1	-1	-1	-1	-1	0x00000001	0x00000000	0x00000000	0x00000000	"!b424"	""	""	"Heavy Weapons\nLicense"	"heavy weapons license"	"heavy weapons licenses"	0	0x0000	100	127	"•"
oütf	258	"placeholder"	"Miners"	5	0	32767	-1	-1	1	0x000C	7500	-1	-1	-1	-1	-1	-1	0x00000002	0x00000000	0x00000000	0x00000000	"!b424"	""	""	"Missile Weapons\nLicense"	"missile weapons license"	"missile weapons licenses"	0	0x0000	100	127	"•"
oütf	259	"placeholder"	"Miners"	4	0	32767	-1	-1	1	0x000C	20000	-1	-1	-1	-1	-1	-1	0x00000004	0x00000000	0x00000000	0x00000000	"!b424"	""	""	"Fighter Bay\nLicense"	"fighter bay license"	"fighter bay licenses"	0	0x0000	100	127	"•"
oütf	260	"placeholder"	"Miners"	5	0	32767	-1	-1	1	0x000C	40000	-1	-1	-1	-1	-1	-1	0x00000008	0x00000000	0x00000000	0x00000000	"!b424"	""	""	"Protective Tech\nLicense"	"protective technologies license"	"protective technologies licenses"	0	0x0000	100	127	"•"
oütf	263	"placeholder"	"Miners"	4	0	32767	-1	-1	1	0x000C	50000	-1	-1	-1	-1	-1	-1	0x00000040	0x00000000	0x00000000	0x00000000	"!b424 & P30"	""	""	"Capital Ships\nLicense"	"capital ships license"	"capital ships licenses"	0	0x0000	90	127	"•"
oütf	270	"placeholder"	"Miners"	7	3	32767	1	181	8	0x0001	10000	-1	0	-1	0	-1	0	0x00000000	0x00000000	0x00000000	0x00000000	"!b424"	""	""	"Mining Laser"	"mining laser"	"mining lasers"	0	0x0000	100	127	"•"
oütf	271	"placeholder"	"Miners"	7	5	32767	31	-1	1	0x0000	10000	-1	-1	-1	-1	-1	-1	0x00000000	0x00000000	0x00000000	0x00000000	"!b424"	""	""	"Asteroid Scoop"	"asteroid scoop"	"asteroid scoops"	0	0x0000	100	127	"•"
• Begin shän
"Type"	"ID"	"Name"	"File"	"BaseImageID"	"BaseMaskID"	"BaseSetCount"	"BaseXSize"	"BaseYSize"	"BaseTransp"	"AltImageID"	"AltMaskID"	"AltSetCount"	"AltXSize"	"AltYSize"	"GlowImageID"	"GlowMaskID"	"GlowXSize"	"GlowYSize"	"LightImageID"	"LightMaskID"	"LightXSize"	"LightYSize"	"WeapImageID"	"WeapMaskID"	"WeapXSize"	"WeapYSize"	"Flags"	"AnimDelay"	"WeapDecay"	"FramesPer"	"BlinkMode"	"BlinkA"	"BlinkB"	"BlinkC"	"BlinkD"	"ShieldImgID"	"ShieldMaskID"	"ShieldXSize"	"ShieldYSize"	"GunPosX_1"	"GunPosX_2"	"GunPosX_3"	"GunPosX_4"	"GunPosY_1"	"GunPosY_2"	"GunPosY_3"	"GunPosY_4"	"GunPosZ_1"	"GunPosZ_2"	"GunPosZ_3"	"GunPosZ_4"	"TurretPosX_1"	"TurretPosX_2"	"TurretPosX_3"	"TurretPosX_4"	"TurretPosY_1"	"TurretPosY_2"	"TurretPosY_3"	"TurretPosY_4"	"TurretPosZ_1"	"TurretPosZ_2"	"TurretPosZ_3"	"TurretPosZ_4"	"GuidedPosX_1"	"GuidedPosX_2"	"GuidedPosX_3"	"GuidedPosX_4"	"GuidedPosY_1"	"GuidedPosY_2"	"GuidedPosY_3"	"GuidedPosY_4"	"GuidedPosZ_1"	"GuidedPosZ_2"	"GuidedPosZ_3"	"GuidedPosZ_4"	"BeamPosX_1"	"BeamPosX_2"	"BeamPosX_3"	"BeamPosX_4"	"BeamPosY_1"	"BeamPosY_2"	"BeamPosY_3"	"BeamPosY_4"	"BeamPosZ_1"	"BeamPosZ_2"	"BeamPosZ_3"	"BeamPosZ_4"	"UpCompressX"	"UpCompressY"	"DnCompressX"	"DnCompressY"	"EOR"
shän	128	"Acheron"	"Miners ships"	1000	1001	3	96	72	0	-1	-1	0	0	0	1400	1401	96	72	-1	-1	0	0	-1	-1	0	0	0x0001	0	0	36	-1	0	0	0	0	-1	-1	0	0	8	-8	8	-8	7	7	7	7	1	1	-1	-1	0	0	0	0	9	9	9	9	3	-3	3	-3	5	-5	5	-5	13	13	13	13	0	0	0	0	0	0	0	0	25	25	25	25	-1	-1	-1	-1	0	75	0	75	"•"
shän	129	"Serpens"	"Miners ships"	1002	1003	3	112	88	0	-1	-1	0	0	0	1402	1403	112	88	-1	-1	0	0	-1	-1	0	0	0x0001	0	0	36	-1	0	0	0	0	-1	-1	0	0	7	-7	7	-7	18	18	18	18	2	2	-2	-2	0	0	0	0	-8	-8	-8	-8	7	-7	7	-7	13	-13	13	-13	15	15	15	15	0	0	0	0	0	0	0	0	40	40	40	40	-3	-3	-3	-3	0	75	0	75	"•"
shän	130	"Accipiter"	"Miners ships"	1004	1005	3	96	72	0	-1	-1	0	0	0	1404	1405	96	72	-1	-1	0	0	-1	-1	0	0	0x0001	0	0	36	-1	0	0	0	0	-1	-1	0	0	14	-14	14	-14	11	11	11	11	4	4	-4	-4	0	0	0	0	3	3	3	3	3	-3	3	-3	0	0	0	0	20	20	20	20	-2	-2	-2	-2	0	0	0	0	20	20	20	20	-2	-2	-2	-2	0	75	0	75	"•"
shän	131	"Curiositas"	"Miners ships"	1006	1007	3	96	72	0	-1	-1	0	0	0	1406	1407	96	72	-1	-1	0	0	-1	-1	0	0	0x0001	0	0	36	-1	0	0	0	0	-1	-1	0	0	2	1	-1	-2	7	7	7	7	4	4	4	4	0	0	0	0	-1	-1	-1	-1	5	5	5	5	2	1	-1	-2	7	7	7	7	4	4	4	4	2	1	-1	-2	7	7	7	7	4	4	4	4	0	75	0	75	"•"
shän	132	"Dies Malus"	"Miners ships"	1008	1009	3	160	120	0	-1	-1	0	0	0	1408	1409	160	120	-1	-1	0	0	-1	-1	0	0	0x0001	0	0	36	-1	0	0	0	0	-1	-1	0	0	10	-10	10	-10	2	2	2	2	2	2	-2	-2	6	-6	6	-6	5	5	-10	-10	5	5	5	5	11	-11	11	-11	10	10	10	10	0	0	0	0	10	-10	10	-10	2	2	2	2	2	2	-2	-2	0	75	0	75	"•"
shän	133	"Erebus"	"Miners ships"	1010	1011	3	160	120	0	-1	-1	0	0	0	1410	1411	160	120	-1	-1	0	0	-1	-1	0	0	0x0001	0	0	36	-1	0	0	0	0	-1	-1	0	0	10	-10	10	-10	10	10	10	10	1	1	-1	-1	0	0	0	0	-5	-20	-5	-20	4	4	-4	-4	20	-20	20	-20	5	5	5	5	0	0	0	0	3	0	-3	0	50	50	50	50	-5	-5	-5	-5	0	75	0	75	"•"
shän	134	"Ore Freighter"	"Miners ships"	1012	1013	1	256	192	0	-1	-1	0	0	0	1412	1413	256	192	-1	-1	0	0	-1	-1	0	0	0x0000	0	0	36	-1	0	0	0	0	-1	-1	0	0	6	2	-2	-6	15	15	15	15	10	10	10	10	0	0	0	0	0	0	0	0	10	10	10	10	5	-5	5	-5	20	20	20	20	-5	-5	-5	-5	6	2	-2	-6	15	15	15	15	10	10	10	10	0	75	0	75	"•"
shän	135	"Aeris"	"Miners ships"	1014	1015	8	160	120	0	-1	-1	0	0	0	1414	1415	160	120	1614	1615	160	120	-1	-1	0	0	0x00C2	0	0	36	2	10	75	32	75	-1	-1	0	0	13	13	-13	-13	-2	-2	-2	-2	0	0	0	0	0	0	0	0	7	7	7	7	5	-5	5	-5	9	-9	9	-9	0	0	0	0	0	0	0	0	0	0	0	0	38	38	38	38	-5	-5	-5	-5	0	75	0	75	"•"
shän	136	"Excalibur"	"Miners ships"	1016	1017	3	96	72	0	-1	-1	0	0	0	1416	1417	96	72	-1	-1	0	0	-1	-1	0	0	0x0001	0	0	36	-1	0	0	0	0	-1	-1	0	0	4	-4	4	-4	5	5	5	5	1	1	-1	-1	0	0	0	0	-5	-5	-5	-5	2	-2	2	-2	6	-6	6	-6	2	2	2	2	0	0	0	0	0	0	0	0	20	20	20	20	0	0	0	0	0	75	0	75	"•"
